sample,gps_start_heading,gps_start_x_position,gps_start_y_position,inertial_start_heading,inertial_start_rotation,distance_limit_forward,distance_limit_reverse,distance_estimate,left_direction,right_direction,volts,duration_ms,gps_stop_heading,gps_stop_x_position,gps_stop_y_position,inertial_stop_heading,inertial_stop_rotation,gps_cooldown_heading,gps_cooldown_x_position,gps_cooldown_y_position,inertial_cooldown_heading,inertial_cooldown_rotation,gps_final_heading,gps_final_x_position,gps_final_y_position,inertial_final_heading,inertial_final_rotation,gps_stop_angle,gps_cooldown_angle,gps_final_angle,inertial_stop_angle,inertial_cooldown_angle,inertial_final_angle,inertial_stop_travel,inertial_cooldown_travel,inertial_final_travel,gps_stop_distance,gps_cooldown_distance,gps_final_distance
214,51.55581,-787.5186,-138.3911,51.55581,654.2815,3117.627,1292.726,991.0001,0.0,0.0,2.7,2200.0,49.97445,-285.0407,177.8563,50.66431,653.3901,49.61428,-327.4112,182.7129,50.39999,653.1257,49.4339,-326.8391,197.9883,50.39989,653.1256,-1.5814,-1.9415,-2.1219,-0.8915,-1.1558,-1.1559,-0.8914,-1.1558,-1.1559,593.7141,561.0763,570.418
215,49.39022,-317.5899,167.1482,49.39022,653.1257,2508.591,1952.698,322.0,1.0,1.0,7.4,200.0,50.61179,-365.7586,157.2661,50.63014,654.3656,52.931,-560.9983,7.555894,53.83383,657.5693,54.09307,-531.8877,8.233306,53.83283,657.5684,1.2216,3.5408,4.7029,1.2399,4.4436,4.4426,1.2399,4.4436,4.4427,49.1719,291.0625,266.7911
216,54.43152,-575.9821,20.7724,54.43152,657.5686,2920.975,1504.778,682.0001,1.0,1.0,9.7,400.0,54.31957,-667.8656,-111.6134,54.65895,657.7961,56.96715,-1085.956,-376.0955,57.82993,660.9671,57.19737,-1074.351,-398.7689,57.83111,660.9683,-0.112,2.5356,2.7659,0.2274,3.3984,3.3996,0.2275,3.3985,3.3997,161.1477,646.2024,651.4495
217,57.19745,-1095.339,-376.4293,57.19745,660.969,3444.608,838.3403,850.0,0.0,0.0,4.0,1250.0,56.64497,-678.084,-128.3278,56.66471,660.4362,55.54201,-586.6949,-92.14314,55.5598,659.3313,55.70001,-624.6503,-86.98565,55.56067,659.3323,-0.5525,-1.6554,-1.4974,-0.5327,-1.6377,-1.6368,-0.5328,-1.6377,-1.6367,485.4442,582.6984,552.5626
218,55.53528,-589.4906,-109.725,55.53528,659.3304,2898.197,1468.219,2153.5,1.0,0.0,7.4,1850.0,233.1648,-683.9434,-160.2428,248.982,132.7771,173.9454,-748.1872,-232.0279,184.6245,68.41962,174.268,-740.6254,-218.4796,184.6237,68.41883,177.6295,118.4101,118.7327,-166.5533,129.0892,129.0884,-526.5533,-590.9108,-590.9116,107.1139,200.3562,186.1969
219,174.2811,-739.1236,-214.9809,174.2811,68.41862,1592.947,2025.06,1883.5,0.0,1.0,4.1,2900.0,228.3676,-770.8789,-66.41576,252.7841,506.9216,280.8123,-672.8904,-1.26335,275.1663,529.3037,282.7,-695.4708,-47.43349,275.1662,529.3036,54.0865,106.5312,108.4189,78.503,100.8852,100.8851,438.503,460.8851,460.885,151.921,223.7455,173.1407
220,283.5678,-738.6464,-88.60194,283.5678,-0.07745642,1091.823,1760.53,761.4999,0.0,0.0,4.2,1050.0,281.3418,-1130.712,-13.94259,282.0468,-1.598445,278.7832,-1204.268,-0.1756418,279.8636,-3.781701,278.7684,-1200.151,0.1396252,279.8637,-3.78157,-2.226,-4.7846,-4.7994,-1.521,-3.7042,-3.7041,-1.521,-3.7042,-3.7041,399.1108,473.9438,469.9591
221,278.7649,-1199.003,0.4012115,278.7649,-3.781757,608.0988,1821.675,247.0,0.0,1.0,0.4,2450.0,278.7657,-1199.61,0.2253224,278.7645,-3.782192,278.7695,-1199.32,-0.06494348,278.7652,-3.781406,278.7757,-1199.557,-0.04929193,278.7642,-3.78251,0.0008,0.0046,0.0108,-0.0004,0.0003,-0.0007,-0.0004,0.0004,-0.0008,0.632,0.5637,0.7141
222,278.7703,-1198.944,0.1644497,278.7703,-3.782398,608.1674,1821.462,403.75,1.0,1.0,2.7,750.0,279.3526,-1031.71,-28.03422,279.238,-3.3147,279.9125,-992.9033,-32.71004,279.8356,-2.717137,279.92,-994.0728,-32.80749,279.8357,-2.71704,0.5823,1.1422,1.1497,0.4677,1.0653,1.0654,0.4677,1.0653,1.0654,169.5947,208.6468,207.5075
223,279.9175,-993.6159,-32.83066,279.9175,-2.717789,818.6167,1793.977,2047.75,0.0,1.0,5.3,2450.0,27.58224,-861.1134,-219.4198,55.2513,492.616,83.70867,-1047.514,-287.24,89.24825,526.613,94.7754,-1094.772,-304.3037,89.24805,526.6128,107.6647,163.7912,174.8579,135.3338,169.3307,169.3306,495.3338,529.3308,529.3306,228.8502,260.056,289.707
224,96.15495,-1076.352,-276.5168,96.15495,526.6125,1532.316,727.8432,1855.0,1.0,0.0,5.2,2250.0,63.00052,-1261.8,-720.8706,13.78597,84.24353,340.6245,-1112.772,-149.1822,341.1693,51.6269,337.7489,-1063.816,-58.4349,341.1702,51.62783,-33.1544,-115.5304,-118.406,-82.369,-114.9856,-114.9847,-442.369,-474.9856,-474.9847,481.499,132.4406,218.4419
225,337.3895,-1045.676,-45.50582,337.3895,51.6266,1962.016,1900.572,1126.75,0.0,1.0,3.7,1850.0,167.9581,-1203.06,-118.1622,213.516,287.753,230.3973,-1111.298,104.5715,231.8305,306.0675,232.9715,-1050.215,39.06962,231.831,306.0681,-169.4314,-106.9922,-104.418,-123.8735,-105.559,-105.5585,236.1264,254.4409,254.4415,173.3455,163.797,84.6972
226,233.0777,-1034.518,18.41742,233.0777,306.0683,957.51,2965.687,1855.0,1.0,1.0,9.0,1300.0,231.4916,-146.5141,728.1913,231.6269,304.6175,235.0346,66.92051,926.3609,235.8126,308.8032,235.1364,84.33041,909.56,235.8127,308.8033,-1.5861,1.9569,2.0587,-1.4508,2.7349,2.735,-1.4508,2.7349,2.735,1136.8069,1427.4201,1430.3695
227,235.1675,91.37106,904.4468,235.1675,308.8028,2304.23,1567.903,1963.0,0.0,0.0,6.9,1800.0,236.776,-940.2269,193.4722,236.3556,309.991,235.0215,-1072.837,92.05192,234.2097,307.8451,234.9944,-1068.702,92.11357,234.208,307.8434,1.6085,-0.146,-0.1731,1.1881,-0.9578,-0.9595,1.1882,-0.9577,-0.9594,1252.8684,1419.6358,1416.2114
228,234.9695,-1067.514,92.55263,234.9695,307.8434,894.5336,2974.582,2692.0,0.0,1.0,9.6,1800.0,215.4196,-1058.767,-86.0505,200.4798,993.3537,320.2811,-978.7968,185.9667,305.4638,1098.338,319.8347,-957.002,212.0718,305.4638,1098.338,-19.5499,85.3116,84.8652,-34.4897,70.4943,70.4943,685.5103,790.4946,790.4946,178.8172,128.8291,162.7812
229,319.7791,-963.8472,156.7009,319.7791,1098.338,1294.884,2562.599,301.0,0.0,0.0,6.7,200.0,319.6184,-1008.261,198.6894,319.8837,1098.442,316.314,-1123.573,325.2493,317.1116,1095.67,316.2532,-1119.516,320.5187,317.1123,1095.671,-0.1607,-3.4651,-3.5259,0.1046,-2.6675,-2.6668,0.104,-2.668,-2.667,61.1197,232.2087,225.9846
230,317.9183,-1166.072,338.2418,317.9183,-0.06839123,945.8945,2880.987,1492.0,0.0,1.0,6.4,1450.0,281.0789,-911.2137,147.7273,309.8275,351.8407,3.537941,-1040.515,287.9056,1.127514,403.1407,4.467104,-1048.197,283.1034,1.127791,403.141,-36.8394,45.6196,46.5488,-8.0908,43.2092,43.2095,351.9091,403.2091,403.2094,318.1957,135.2712,130.1336
231,4.507514,-1050.798,282.1531,4.507514,403.1405,1522.556,751.5264,268.75,1.0,1.0,7.5,150.0,3.796051,-1052.409,247.4362,3.789142,402.4222,6.244268,-1066.351,33.73535,6.263028,404.8961,6.275117,-1068.323,29.54577,6.263091,404.8961,-0.7115,1.7368,1.7676,-0.7184,1.7555,1.7556,-0.7183,1.7556,1.7556,34.7543,248.9041,253.2145
232,6.275944,-1068.701,30.49143,6.275944,404.896,1780.177,735.7085,1349.5,0.0,0.0,3.4,2450.0,5.460702,-993.2425,829.6394,5.531475,404.1515,5.166081,-989.436,899.6431,5.116224,403.7363,5.180238,-989.3866,900.2906,5.117154,403.7372,-0.8152,-1.1099,-1.0957,-0.7445,-1.1597,-1.1588,-0.7445,-1.1597,-1.1588,802.7026,872.7586,873.4079
233,5.180763,-989.8493,897.487,5.180763,403.7381,906.2151,813.4739,126.25,1.0,1.0,0.1,1750.0,5.179315,-989.6091,898.1462,5.179602,403.7369,5.177311,-989.6226,897.8908,5.180106,403.7374,5.169205,-989.3572,898.5777,5.180261,403.7376,-0.0014,-0.0035,-0.0116,-0.0012,-0.0007,-0.0005,-0.0012,-0.0007,-0.0005,0.7016,0.4631,1.1966
234,5.17007,-989.2056,899.8021,5.17007,403.7375,903.8752,814.1065,256.0,1.0,0.0,1.6,650.0,341.188,-1008.348,923.4833,342.7104,381.2779,339.2267,-1010.714,920.8625,340.3932,378.9607,339.2289,-1005.515,921.902,340.3942,378.9616,-23.9821,-25.9434,-25.9412,-22.4597,-24.7769,-24.7759,-22.4596,-24.7768,-24.7759,30.4505,30.1024,27.4664
235,339.225,-1003.907,922.1114,339.225,378.9601,938.938,2911.41,715.0,0.0,0.0,2.0,2050.0,336.7548,-1144.23,1249.285,336.9383,376.6734,337.182,-1154.243,1276.367,337.2045,376.9396,337.2023,-1153.583,1273.994,337.2047,376.9398,-2.4702,-2.043,-2.0227,-2.2867,-2.0205,-2.0203,-2.2867,-2.0205,-2.0203,355.9959,384.835,382.3928
236,337.2051,-1153.16,1276.697,337.2051,376.9386,567.637,3337.353,645.9999,1.0,1.0,2.6,1400.0,338.3714,-1035.194,989.9809,338.4876,378.2211,338.9695,-1024.344,955.9063,338.9767,378.7102,338.9767,-1024.701,956.8956,338.9767,378.7102,1.1663,1.7644,1.7716,1.2825,1.7716,1.7716,1.2825,1.7716,1.7716,310.0356,345.6881,344.637
237,338.973,-1024.657,956.9849,338.973,378.71,903.1549,2953.665,1015.75,0.0,1.0,11.1,550.0,199.5941,-1016.584,721.7937,181.209,580.946,328.3345,-1037.682,942.7172,317.977,717.714,323.6161,-1027.132,946.8709,317.976,717.7129,-139.3789,-10.6385,-15.3569,-157.764,-20.996,-20.997,202.236,339.004,339.0029,235.3297,19.3188,10.4124
238,323.3539,-1022.702,950.0389,323.3539,717.7133,1059.356,3427.535,1816.0,0.0,1.0,10.4,1100.0,35.53195,-922.3452,621.4747,31.89813,1146.258,165.935,-1064.915,834.0441,158.1445,1272.504,165.7412,-1071.486,839.1076,158.145,1272.504,72.178,-157.4189,-157.6127,68.5442,-165.2094,-165.2089,428.5447,554.7907,554.7907,343.549,123.4372,121.1843
239,165.7131,-1078.298,856.2733,165.7131,1272.505,2741.049,973.8457,388.75,0.0,1.0,0.7,2750.0,165.823,-1082.634,874.4158,165.8334,1272.625,165.7825,-1088.08,879.6438,165.824,1272.616,165.7669,-1090.314,886.5746,165.8234,1272.615,0.1099,0.0694,0.0538,0.1203,0.1109,0.1103,0.12,0.111,0.11,18.6535,25.3351,32.5968
240,166.4572,-1085.725,882.0432,166.4572,-0.0434986,2758.749,944.2103,572.5,0.0,0.0,3.0,1050.0,166.9176,-1031.31,614.5212,167.3742,0.8735069,165.9156,-1015.488,571.3885,166.5773,0.07661376,165.8663,-1014.546,574.817,166.5777,0.07699999,0.4604,-0.5416,-0.5909,0.917,0.1201,0.1205,0.917,0.1201,0.1205,273.0,318.4958,315.3639
241,165.8599,-1018.512,574.4963,165.8599,0.07638107,2448.688,1263.795,1643.5,0.0,0.0,4.2,2450.0,165.4254,-771.3284,-372.9634,165.3756,-0.4079505,164.0556,-753.0985,-435.6368,164.0342,-1.749362,164.0548,-754.2889,-437.2093,164.0338,-1.749746,-0.4345,-1.8043,-1.8051,-0.4843,-1.8257,-1.8261,-0.4843,-1.8257,-1.8261,979.1729,1044.42,1045.6395
242,164.0627,-754.2792,-437.5665,164.0627,-1.750168,1416.895,2327.011,1031.5,0.0,0.0,5.4,1150.0,162.728,-573.0543,-1003.544,162.6756,-3.137244,160.1263,-536.2972,-1130.967,160.0464,-5.76646,160.1437,-537.0322,-1131.275,160.0466,-5.766264,-1.3347,-3.9364,-3.919,-1.3871,-4.0163,-4.0161,-1.3871,-4.0163,-4.0161,594.2836,726.8565,726.9304
243,160.1469,-537.0012,-1131.982,160.1469,-5.766665,710.2289,3117.251,415.0,0.0,0.0,1.5,1400.0,158.4632,-483.3532,-1276.816,158.6056,-7.307971,157.8778,-478.2741,-1292.384,158.0281,-7.885518,157.8791,-478.4338,-1293.292,158.0284,-7.885222,-1.6837,-2.2691,-2.2678,-1.5413,-2.1188,-2.1185,-1.5413,-2.1189,-2.1186,154.4506,170.8147,171.6131
244,157.8841,-478.3725,-1293.216,157.8841,-7.885374,547.0325,3338.876,499.0,0.0,0.0,1.4,1900.0,156.8691,-409.1739,-1461.661,156.8888,-8.880695,156.7823,-406.8044,-1470.45,156.7704,-8.999104,156.7808,-406.8961,-1471.226,156.7706,-8.998901,-1.015,-1.1018,-1.1033,-0.9953,-1.1137,-1.1135,-0.9953,-1.1137,-1.1135,182.1048,191.1384,191.824
245,156.7796,-407.067,-1470.643,156.7796,-8.999148,358.3878,3532.95,298.0,0.0,1.0,0.6,2200.0,156.9247,-407.6594,-1469.528,156.8762,-8.902487,156.9188,-407.1916,-1470.136,156.8761,-8.9026,156.9106,-407.2259,-1470.895,156.876,-8.902734,0.1451,0.1392,0.131,0.0966,0.0965,0.0964,0.0967,0.0965,0.0964,1.2626,0.5221,0.2979
246,156.9118,-407.1086,-1471.004,156.9118,-8.902947,357.6421,3551.966,3628.0,0.0,1.0,8.4,2800.0,50.42921,23.35876,-1316.125,7.824657,922.0098,109.8233,-537.7217,-1319.784,89.08816,1003.273,106.9351,-570.1554,-1313.582,89.08802,1003.273,-106.4826,-47.0885,-49.9767,-149.0871,-67.8236,-67.8238,930.9127,1012.1759,1012.1759,457.4819,199.8181,226.6406
247,106.55,-570.9048,-1311.532,106.55,1003.274,509.5788,1282.215,572.5,1.0,1.0,2.1,1500.0,107.0297,-807.1362,-1252.939,108.2,1004.924,107.6433,-813.1804,-1273.572,108.5744,1005.298,107.6752,-802.777,-1279.762,108.5744,1005.298,0.4797,1.0933,1.1252,1.65,2.0244,2.0244,1.65,2.024,2.024,243.3894,245.2314,234.0386
248,107.8804,-865.0478,-1238.071,107.8804,1005.298,590.4478,982.4029,190.0,0.0,1.0,1.2,500.0,112.8503,-728.5776,-1345.128,115.5581,1012.976,114.865,-755.3784,-1331.344,116.6031,1014.021,115.3286,-785.3542,-1310.296,116.6036,1014.021,4.9699,6.9846,7.4482,7.6777,8.7227,8.7232,7.678,8.723,8.723,173.4512,143.9695,107.5524
249,115.2626,-722.3134,-1356.818,115.2626,1014.021,490.05,1191.655,1210.0,0.0,1.0,4.0,1850.0,8.566156,-875.3493,-1235.883,21.45113,1280.209,39.90556,-868.7658,-1245.129,43.327,1302.085,47.00636,-908.5097,-1247.388,43.3279,1302.086,-106.6964,-75.357,-68.2562,-93.8115,-71.9356,-71.9347,266.188,288.064,288.065,195.0519,184.1813,215.9722
250,49.85775,-943.6755,-1236.286,49.85775,-0.0413422,3589.102,874.3995,1309.0,0.0,0.0,5.2,1550.0,48.85814,-212.8957,-792.4434,49.78298,-0.1161146,46.84972,-287.9445,-691.7305,47.47936,-2.419725,46.43758,-257.1131,-689.3507,47.47844,-2.420644,-0.9996,-3.008,-3.4202,-0.0748,-2.3784,-2.3793,-0.0748,-2.3784,-2.3793,855.0061,852.3637,877.7848
251,46.32405,-156.2858,-720.8417,46.32405,-2.420637,2704.827,1562.686,1486.0,0.0,1.0,5.6,1650.0,21.10283,-248.1452,-756.2437,27.27233,338.5276,69.57408,-261.8105,-780.5368,68.82218,380.0775,72.68121,-264.5033,-788.7125,68.82257,380.0779,-25.2212,23.25,26.3572,-19.0517,22.4981,22.4985,340.9482,382.4981,382.4985,98.4452,121.2393,127.7399
252,73.08436,-264.4797,-793.6484,73.08436,380.0779,2157.84,1604.96,2057.5,0.0,0.0,4.5,2900.0,73.28422,978.8115,-407.9894,73.00405,379.9976,72.41474,1035.959,-394.1455,72.23184,379.2254,72.40842,1035.659,-393.9757,72.23163,379.2252,0.1999,-0.6696,-0.6759,-0.0803,-0.8525,-0.8527,-0.0803,-0.8525,-0.8527,1301.7319,1360.4203,1360.1834
253,72.40758,1035.833,-394.0733,72.40758,379.2264,801.6603,2974.97,2657.5,1.0,0.0,11.0,1550.0,44.53804,803.0676,-492.2619,129.4207,-283.7606,338.5034,932.4982,-204.8328,356.5294,-416.6518,343.7596,962.1695,-221.7974,356.5287,-416.6525,-27.8695,-93.9042,-88.648,57.0131,-75.8782,-75.8789,-662.987,-795.8782,-795.8789,252.6277,215.6155,187.3641
254,344.4171,971.8071,-229.7942,344.4171,-416.6521,2107.25,1630.124,1060.0,0.0,1.0,6.4,1000.0,198.5458,858.3739,-419.7418,216.4062,-184.663,262.9568,955.9288,-255.5075,263.5315,-137.5377,267.3698,967.2618,-252.885,263.5322,-137.5371,-145.8713,-81.4603,-77.0473,-128.0109,-80.8856,-80.8849,231.9891,279.1144,279.115,221.2401,30.2208,23.5339
255,267.9112,971.3831,-251.387,267.9112,-137.5373,2773.226,829.1678,3406.0,1.0,0.0,7.6,2900.0,137.7822,1501.451,-433.0421,111.0411,-1014.407,33.45312,1117.216,-209.686,44.44747,-1081.001,30.88198,1124.509,-229.2012,44.44743,-1081.001,-130.129,125.5419,122.9708,-156.8701,136.5363,136.5362,-876.8697,-943.4637,-943.4637,560.3308,151.678,154.7248
256,30.55548,1121.184,-237.9658,30.55548,-1081.001,788.2781,1813.92,2395.0,0.0,1.0,8.5,1800.0,271.5356,999.3839,-344.4017,259.5004,-492.0557,354.0769,1072.993,-286.5544,342.1374,-409.4187,352.6934,1070.543,-306.0238,342.1381,-409.4181,-119.0199,-36.4786,-37.8621,-131.0551,-48.4181,-48.4174,588.9453,671.5823,671.5829,161.7525,68.4341,84.8316
257,352.6747,1065.242,-307.1294,352.6747,-409.417,2124.469,1505.155,226.0,0.0,0.0,0.4,2100.0,352.3406,1076.213,-317.2459,352.6732,-409.4184,352.2944,1078.465,-321.9461,352.673,-409.4186,352.2398,1078.93,-328.0242,352.6741,-409.4175,-0.3341,-0.3803,-0.4349,-0.0015,-0.0017,-0.0006,-0.0014,-0.0016,-0.0005,14.9234,19.8591,24.9791
258,352.2563,1081.346,-326.7333,352.2563,-409.4186,2146.307,1486.826,700.0,0.0,0.0,8.0,500.0,352.5066,1048.876,-171.4833,352.1628,-409.5121,350.1819,989.61,296.989,350.2126,-411.4623,350.0947,991.4658,291.8995,350.2125,-411.4624,0.2503,-2.0744,-2.1616,-0.0935,-2.0437,-2.0438,-0.0935,-2.0437,-2.0438,158.6092,630.4324,625.128
259,350.0864,992.3352,290.503,350.0864,-411.4624,1532.378,2122.19,1288.0,1.0,0.0,3.3,2400.0,101.0107,1056.76,229.7429,79.69933,-681.8495,66.44104,1024.84,258.6858,66.48872,-695.0601,62.99395,1007.095,246.8165,66.48857,-695.0602,110.9243,76.3546,72.9075,89.6129,76.4023,76.4022,-270.3871,-283.5977,-283.5978,88.557,45.4851,46.1125
260,62.89174,982.0148,225.2378,62.89174,-0.05964359,918.9324,3125.343,2828.5,1.0,1.0,10.7,1700.0,66.4642,-723.5853,-536.4081,67.42046,4.469083,68.51426,-1111.271,-699.7348,70.09189,7.140507,68.99042,-1110.318,-711.4084,70.09287,7.141488,3.5725,5.6225,6.0987,4.5287,7.2002,7.2011,4.5287,7.2002,7.2011,1867.9337,2288.541,2292.4142
261,69.0261,-1115.288,-714.7665,69.0261,7.141419,3122.151,733.2974,407.5,0.0,1.0,1.0,2050.0,75.59944,-1164.732,-734.3404,77.27912,15.39444,77.11132,-1156.839,-739.9779,77.45292,15.56823,77.48143,-1158.425,-742.0046,77.453,15.56832,6.5733,8.0852,8.4553,8.253,8.4268,8.4269,8.253,8.4268,8.4269,53.1775,48.6014,51.0168
262,77.53529,-1155.043,-743.2051,77.53529,15.56856,3026.377,660.5264,1228.75,0.0,0.0,4.3,1750.0,78.66613,-407.2174,-589.2993,78.59659,16.62986,78.42452,-401.049,-591.8773,78.22441,16.25767,78.37328,-403.9336,-591.5511,78.22469,16.25795,1.1308,0.8892,0.838,1.0613,0.6891,0.6894,1.0613,0.6891,0.6894,763.4986,769.0299,766.2664
263,78.37013,-405.1311,-592.1562,78.37013,16.25761,2251.351,1424.106,444.25,1.0,0.0,0.9,2550.0,75.61486,-402.168,-584.2118,75.33951,13.227,75.39731,-395.9374,-586.1737,75.35527,13.24276,75.36634,-399.8579,-580.5024,75.3545,13.24198,-2.7553,-2.9728,-3.0038,-3.0306,-3.0149,-3.0156,-3.0306,-3.0148,-3.0156,8.479,10.9688,12.7913
264,75.34778,-396.3172,-585.5322,75.34778,13.24213,2270.144,1450.866,762.9999,0.0,1.0,6.8,650.0,208.1762,-727.6582,-675.6429,222.4222,160.3166,280.3365,-503.6528,-478.1157,279.5221,217.4164,282.8098,-486.088,-485.0946,279.5213,217.4157,132.8284,-155.0113,-152.538,147.0744,-155.8257,-155.8265,147.0745,204.1743,204.1736,343.3756,151.8527,134.709
265,282.9537,-479.6607,-488.225,282.9537,217.4153,1354.818,1346.03,2323.0,0.0,1.0,5.2,2850.0,83.71039,-400.405,-644.4518,121.0487,775.5102,156.7983,-498.0217,-551.2231,153.3176,807.7792,162.1424,-495.4238,-529.6071,153.3175,807.7791,160.7567,-126.1554,-120.8113,-161.905,-129.6361,-129.6362,558.0949,590.3639,590.3638,175.1807,65.6193,44.2827
266,162.3884,-492.6141,-523.0005,162.3884,807.7793,1339.796,2437.235,3700.0,0.0,1.0,10.0,2400.0,108.4237,-530.1361,-1035.655,39.64271,1765.034,168.3386,-580.9127,-481.1577,150.5037,1875.895,166.4676,-569.5508,-453.1165,150.5041,1875.895,-53.9647,5.9502,4.0792,-122.7457,-11.8847,-11.8843,957.2547,1068.1157,1068.1157,514.0258,97.7111,103.9376
267,166.377,-566.8932,-445.2414,166.377,1875.895,1393.976,2310.236,383.5,1.0,0.0,0.7,2700.0,166.186,-565.1079,-437.8566,166.309,1875.827,166.1613,-564.6126,-434.8483,166.3052,1875.823,166.1665,-564.2362,-431.1175,166.305,1875.823,-0.191,-0.2157,-0.2105,-0.068,-0.0718,-0.072,-0.068,-0.072,-0.072,7.5975,10.6404,14.3716
268,166.1568,-563.2002,-432.4736,166.1568,1875.824,1408.435,2299.257,475.0,1.0,0.0,2.0,1250.0,111.7685,-502.4343,-364.0812,103.4299,1813.096,100.3371,-560.2899,-443.9973,98.59197,1808.259,98.23865,-564.5078,-454.4516,98.59134,1808.258,-54.3883,-65.8197,-67.9181,-62.7269,-67.5648,-67.5655,-62.728,-67.565,-67.566,91.4878,11.8855,22.0169
269,97.89351,-565.5444,-459.0517,97.89351,1808.259,1353.775,1246.264,991.0,1.0,1.0,6.6,900.0,98.03943,-1023.777,-354.9206,98.37141,1808.737,101.3582,-1243.958,-327.6473,101.3964,1811.761,102.4903,-1235.284,-235.2834,101.3965,1811.762,0.1459,3.4647,4.5968,0.4779,3.5029,3.503,0.478,3.502,3.503,469.9153,691.0225,706.1327
270,103.0644,-1240.069,-304.5512,103.0644,-0.06615161,1535.185,574.8093,2320.0,0.0,1.0,7.4,2000.0,329.0152,-1402.066,-209.1481,314.1428,571.0122,29.4891,-1275.682,-314.8826,23.5207,640.3901,31.44348,-1277.598,-271.5534,23.51947,640.3888,-134.0492,-73.5753,-71.6209,-148.9216,-79.5437,-79.5449,571.0784,640.4563,640.455,188.0021,37.0813,49.9728
271,31.46053,-1271.195,-354.761,31.46053,640.3888,2526.098,619.9358,3772.0,0.0,1.0,9.6,2550.0,23.00007,-1412.405,-394.7359,301.5137,1630.442,68.79839,-1269.433,-488.1002,46.38325,1735.312,62.95109,-1282.154,-459.8211,46.38253,1735.311,-8.4605,37.3379,31.4906,-89.9468,14.9227,14.922,990.0532,1094.9232,1094.9222,146.7592,133.3508,105.6301
272,62.02938,-1269.645,-492.095,62.02938,1735.312,3475.642,600.5001,1699.75,0.0,0.0,7.9,1350.0,64.95649,-357.5996,14.99181,65.54034,1738.823,63.51409,-131.8859,139.3804,63.17106,1736.453,63.58066,-132.5474,137.1465,63.17128,1736.453,2.9271,1.4847,1.5513,3.511,1.1417,1.1419,3.511,1.141,1.141,1043.5343,1301.2521,1299.5906
273,63.57351,-133.7886,135.8652,63.57351,1736.453,2159.436,1860.637,4216.0,0.0,1.0,9.8,2800.0,202.2805,-542.3998,159.9471,75.61801,2828.498,222.0061,-226.8218,70.7282,188.0483,2940.928,209.2125,-228.2178,125.5045,188.0479,2940.928,138.707,158.4326,145.639,12.0445,124.4748,124.4744,1092.045,1204.475,1204.475,409.3202,113.5694,94.9959
274,207.2936,-251.9496,142.0224,207.2936,2940.928,1741.988,1865.687,1927.0,1.0,0.0,8.4,1450.0,71.90293,-363.2692,216.322,110.4633,2484.098,18.59777,-149.9606,162.4997,30.27073,2403.905,20.35445,-186.6027,168.338,30.26893,2403.903,-135.3907,171.3042,173.0609,-96.8303,-177.0229,-177.0247,-456.83,-537.023,-537.025,133.8375,104.0244,70.4466
275,20.43324,-192.0057,166.5676,20.43324,2403.906,1743.11,1715.964,261.25,1.0,1.0,4.3,250.0,20.37035,-220.7546,110.2145,20.2915,2403.764,20.44056,-257.7628,25.49339,20.41734,2403.89,20.52278,-263.4717,25.81797,20.41833,2403.891,-0.0629,0.0073,0.0895,-0.1417,-0.0159,-0.0149,-0.142,-0.016,-0.015,63.2627,155.6468,157.8539
276,20.50413,-263.2186,28.79025,20.50413,2403.888,1891.011,1640.726,1852.75,0.0,0.0,4.1,2850.0,21.33904,111.888,1088.177,21.07203,2404.456,19.74387,134.0646,1158.798,19.49112,2402.876,19.75418,133.4614,1157.181,19.49047,2402.875,0.8349,-0.7603,-0.75,0.5679,-1.013,-1.0137,0.568,-1.012,-1.013,1123.8351,1197.8111,1196.0856
277,19.74407,134.3768,1160.269,19.74407,2402.876,679.6895,2055.2,380.5,1.0,1.0,1.1,1700.0,21.18148,97.86651,1060.912,21.08646,2404.218,21.32854,95.11267,1055.076,21.26084,2404.393,21.32474,95.10396,1056.537,21.26056,2404.393,1.4374,1.5845,1.5807,1.3424,1.5168,1.5165,1.342,1.517,1.517,105.8528,112.282,110.9175
278,21.3238,95.00169,1056.599,21.3238,2404.393,798.0342,2034.267,2185.75,1.0,0.0,10.3,1350.0,148.5292,51.25861,1428.657,212.8035,1875.873,70.73154,79.99881,854.7812,94.52578,1757.595,82.55569,69.23955,903.9973,94.5259,1757.595,127.2054,49.4077,61.2319,-168.5203,73.202,73.2021,-528.52,-646.798,-646.798,374.6206,202.3747,154.761
279,83.76398,74.53807,924.2682,83.76398,1757.596,1735.732,1885.696,626.5,1.0,0.0,5.4,650.0,323.1792,-44.24434,1083.347,324.9439,1638.776,290.0951,-70.80306,1012.006,289.8844,1603.716,289.355,-55.79022,1013.892,289.8845,1603.716,-120.5848,-153.6689,-154.409,-118.8201,-153.8796,-153.8795,-118.82,-153.88,-153.88,198.5329,169.7703,158.1704
280,289.9423,-40.84309,1032.87,289.9423,-0.09323761,816.0641,1958.268,148.0,1.0,1.0,0.2,1600.0,289.3612,-36.32896,1033.44,289.9426,-0.09295464,289.2358,-29.53374,1035.662,289.9419,-0.09371232,289.2185,-25.71229,1036.784,289.9416,-0.09392529,-0.5811,-0.7065,-0.7238,0.0003,-0.0004,-0.0007,0.0003,-0.0005,-0.0007,4.55,11.6489,15.6288
